data_y_1,data_y_2,data_y_3,data_y_4,data_x_1,data_x_2,data_x_3,data_x_4
5062.44,5062.44,644.33,623.29,380.177,380.177,380.177,380.177
5844.34,5844.34,730.21,569.05,380.626,380.626,380.626,380.626
5652.25,5652.25,673.71,697.86,381.075,381.075,381.075,381.075
4899.73,4899.73,603.66,682.04,381.523,381.523,381.523,381.523
3928.0,3928.0,574.28,546.45,381.972,381.972,381.972,381.972
3225.2,3225.2,490.67,489.96,382.42,382.42,382.42,382.42
3019.55,3019.55,465.81,426.68,382.869,382.869,382.869,382.869
3150.62,3150.62,447.73,413.12,383.317,383.317,383.317,383.317
3713.32,3713.32,452.25,487.7,383.766,383.766,383.766,383.766
4257.94,4257.94,384.45,410.86,384.214,384.214,384.214,384.214
4974.3,4974.3,404.79,458.32,384.662,384.662,384.662,384.662
5724.57,5724.57,402.53,390.53,385.111,385.111,385.111,385.111
6223.99,6223.99,420.61,451.54,385.559,385.559,385.559,385.559
6655.62,6655.62,459.03,499.0,386.007,386.007,386.007,386.007
7500.79,7500.79,497.44,456.06,386.455,386.455,386.455,386.455
8208.12,8208.12,425.13,447.02,386.903,386.903,386.903,386.903
9030.69,9030.69,452.25,512.56,387.351,387.351,387.351,387.351
9780.96,9780.96,411.57,508.04,387.799,387.799,387.799,387.799
10201.29,10201.29,425.13,471.88,388.247,388.247,388.247,388.247
9453.28,9453.28,440.95,487.7,388.694,388.694,388.694,388.694
7993.43,7993.43,481.63,460.58,389.142,389.142,389.142,389.142
5959.59,5959.59,504.22,469.62,389.59,389.59,389.59,389.59
4531.38,4531.38,547.16,544.19,390.037,390.037,390.037,390.037
3539.31,3539.31,540.38,494.48,390.485,390.485,390.485,390.485
3184.52,3184.52,515.52,611.99,390.932,390.932,390.932,390.932
3213.9,3213.9,648.85,693.34,391.38,391.38,391.38,391.38
3096.39,3096.39,596.88,666.23,391.827,391.827,391.827,391.827
3028.59,3028.59,583.32,607.47,392.275,392.275,392.275,392.275
2924.64,2924.64,479.37,609.73,392.722,392.722,392.722,392.722
2906.56,2906.56,508.74,496.74,393.169,393.169,393.169,393.169
3087.35,3087.35,470.33,460.58,393.616,393.616,393.616,393.616
3204.86,3204.86,382.19,447.02,394.063,394.063,394.063,394.063
3546.09,3546.09,461.29,453.8,394.511,394.511,394.511,394.511
3805.97,3805.97,459.03,478.66,394.958,394.958,394.958,394.958
4050.03,4050.03,508.74,575.83,395.405,395.405,395.405,395.405
4108.79,4108.79,382.19,449.28,395.851,395.851,395.851,395.851
3570.95,3570.95,449.99,519.34,396.298,396.298,396.298,396.298
3570.95,3570.95,522.3,539.68,396.745,396.745,396.745,396.745
3966.42,3966.42,474.85,476.4,397.192,397.192,397.192,397.192
3916.7,3916.7,576.54,492.22,397.639,397.639,397.639,397.639
3679.42,3679.42,517.78,510.3,398.085,398.085,398.085,398.085
3229.72,3229.72,402.53,474.14,398.532,398.532,398.532,398.532
3279.43,3279.43,465.81,451.54,398.978,398.978,398.978,398.978
3410.5,3410.5,574.28,478.66,399.425,399.425,399.425,399.425
3625.19,3625.19,488.41,442.5,399.871,399.871,399.871,399.871
3464.74,3464.74,531.34,465.1,400.318,400.318,400.318,400.318
3015.03,3015.03,411.57,437.98,400.764,400.764,400.764,400.764
2723.52,2723.52,479.37,467.36,401.21,401.21,401.21,401.21
2319.01,2319.01,402.53,444.76,401.656,401.656,401.656,401.656
2176.64,2176.64,323.44,431.2,402.102,402.102,402.102,402.102
2038.79,2038.79,438.69,388.27,402.549,402.549,402.549,402.549
2346.12,2346.12,398.01,419.9,402.995,402.995,402.995,402.995
2206.02,2206.02,477.11,478.66,403.441,403.441,403.441,403.441
2409.4,2409.4,452.25,480.92,403.886,403.886,403.886,403.886
2615.04,2615.04,443.21,478.66,404.332,404.332,404.332,404.332
2676.06,2676.06,492.92,471.88,404.778,404.778,404.778,404.778
2883.96,2883.96,472.59,487.7,405.224,405.224,405.224,405.224
3130.28,3130.28,497.44,485.44,405.67,405.67,405.67,405.67
3241.02,3241.02,454.51,539.68,406.115,406.115,406.115,406.115
3304.29,3304.29,531.34,544.19,406.561,406.561,406.561,406.561
3026.33,3026.33,465.81,489.96,407.006,407.006,407.006,407.006
3044.41,3044.41,526.82,562.27,407.452,407.452,407.452,407.452
2897.52,2897.52,404.79,469.62,407.897,407.897,407.897,407.897
3191.3,3191.3,481.63,451.54,408.343,408.343,408.343,408.343
3444.4,3444.4,443.21,539.68,408.788,408.788,408.788,408.788
3270.39,3270.39,474.85,503.52,409.233,409.233,409.233,409.233
3035.37,3035.37,549.42,539.68,409.678,409.678,409.678,409.678
2829.73,2829.73,461.29,485.44,410.124,410.124,410.124,410.124
2651.2,2651.2,400.27,413.12,410.569,410.569,410.569,410.569
2791.31,2791.31,409.31,447.02,411.014,411.014,411.014,411.014
3030.85,3030.85,461.29,501.26,411.459,411.459,411.459,411.459
3134.8,3134.8,416.09,433.46,411.904,411.904,411.904,411.904
3166.44,3166.44,422.87,483.18,412.349,412.349,412.349,412.349
2951.76,2951.76,522.3,501.26,412.793,412.793,412.793,412.793
2822.95,2822.95,445.47,474.14,413.238,413.238,413.238,413.238
2888.48,2888.48,459.03,424.42,413.683,413.683,413.683,413.683
2976.62,2976.62,436.43,322.73,414.128,414.128,414.128,414.128
2942.72,2942.72,443.21,433.46,414.572,414.572,414.572,414.572
2974.36,2974.36,443.21,469.62,415.017,415.017,415.017,415.017
2852.33,2852.33,400.27,410.86,415.461,415.461,415.461,415.461
2802.61,2802.61,357.34,386.01,415.906,415.906,415.906,415.906
2784.53,2784.53,368.63,388.27,416.35,416.35,416.35,416.35
2820.69,2820.69,404.79,395.05,416.794,416.794,416.794,416.794
2700.92,2700.92,418.35,431.2,417.239,417.239,417.239,417.239
2816.17,2816.17,436.43,388.27,417.683,417.683,417.683,417.683
2868.14,2868.14,438.69,451.54,418.127,418.127,418.127,418.127
3048.93,3048.93,461.29,458.32,418.571,418.571,418.571,418.571
3315.59,3315.59,407.05,456.06,419.015,419.015,419.015,419.015
4359.63,4359.63,513.26,492.22,419.459,419.459,419.459,419.459
5076.0,5076.0,508.74,580.35,419.903,419.903,419.903,419.903
5387.85,5387.85,492.92,553.23,420.347,420.347,420.347,420.347
5094.08,5094.08,549.42,505.78,420.791,420.791,420.791,420.791
4472.62,4472.62,517.78,514.82,421.235,421.235,421.235,421.235
3977.72,3977.72,515.52,564.53,421.678,421.678,421.678,421.678
3218.42,3218.42,459.03,499.0,422.122,422.122,422.122,422.122
3193.56,3193.56,438.69,408.61,422.566,422.566,422.566,422.566
2757.41,2757.41,452.25,431.2,423.009,423.009,423.009,423.009
2687.36,2687.36,481.63,476.4,423.453,423.453,423.453,423.453
2651.2,2651.2,513.26,514.82,423.896,423.896,423.896,423.896
2506.57,2506.57,416.09,449.28,424.34,424.34,424.34,424.34
2368.72,2368.72,456.77,462.84,424.783,424.783,424.783,424.783
2425.22,2425.22,508.74,379.23,425.226,425.226,425.226,425.226
2486.23,2486.23,468.07,437.98,425.67,425.67,425.67,425.67
2599.23,2599.23,402.53,462.84,426.113,426.113,426.113,426.113
2621.82,2621.82,459.03,361.15,426.556,426.556,426.556,426.556
2922.38,2922.38,429.65,489.96,426.999,426.999,426.999,426.999
2902.04,2902.04,486.15,480.92,427.442,427.442,427.442,427.442
2872.66,2872.66,452.25,501.26,427.885,427.885,427.885,427.885
2748.37,2748.37,452.25,435.72,428.328,428.328,428.328,428.328
2691.88,2691.88,407.05,539.68,428.771,428.771,428.771,428.771
2418.44,2418.44,416.09,467.36,429.213,429.213,429.213,429.213
2606.0,2606.0,488.41,449.28,429.656,429.656,429.656,429.656
2461.38,2461.38,413.83,392.79,430.099,430.099,430.099,430.099
2560.81,2560.81,409.31,422.16,430.541,430.541,430.541,430.541
2529.17,2529.17,481.63,424.42,430.984,430.984,430.984,430.984
2653.46,2653.46,449.99,419.9,431.427,431.427,431.427,431.427
2712.22,2712.22,427.39,460.58,431.869,431.869,431.869,431.869
2847.81,2847.81,465.81,514.82,432.311,432.311,432.311,432.311
2608.26,2608.26,418.35,424.42,432.754,432.754,432.754,432.754
2556.29,2556.29,341.52,449.28,433.196,433.196,433.196,433.196
2662.5,2662.5,443.21,352.11,433.638,433.638,433.638,433.638
2728.04,2728.04,418.35,444.76,434.081,434.081,434.081,434.081
2944.98,2944.98,511.0,440.24,434.523,434.523,434.523,434.523
2951.76,2951.76,440.95,453.8,434.965,434.965,434.965,434.965
2954.02,2954.02,465.81,451.54,435.407,435.407,435.407,435.407
2856.85,2856.85,373.15,471.88,435.849,435.849,435.849,435.849
2809.39,2809.39,468.07,462.84,436.291,436.291,436.291,436.291
2682.84,2682.84,506.48,465.1,436.732,436.732,436.732,436.732
2757.41,2757.41,497.44,544.19,437.174,437.174,437.174,437.174
2985.66,2985.66,429.65,413.12,437.616,437.616,437.616,437.616
2917.86,2917.86,504.22,499.0,438.058,438.058,438.058,438.058
3383.39,3383.39,429.65,521.6,438.499,438.499,438.499,438.499
3912.19,3912.19,472.59,505.78,438.941,438.941,438.941,438.941
4038.74,4038.74,508.74,548.71,439.382,439.382,439.382,439.382
3344.97,3344.97,438.69,451.54,439.824,439.824,439.824,439.824
2940.46,2940.46,434.17,435.72,440.265,440.265,440.265,440.265
2784.53,2784.53,506.48,474.14,440.707,440.707,440.707,440.707
2705.44,2705.44,481.63,462.84,441.148,441.148,441.148,441.148
2646.68,2646.68,327.96,456.06,441.589,441.589,441.589,441.589
2705.44,2705.44,474.85,471.88,442.03,442.03,442.03,442.03
2644.42,2644.42,395.75,494.48,442.472,442.472,442.472,442.472
2443.3,2443.3,341.52,410.86,442.913,442.913,442.913,442.913
2567.59,2567.59,422.87,426.68,443.354,443.354,443.354,443.354
2348.38,2348.38,463.55,388.27,443.795,443.795,443.795,443.795
2291.89,2291.89,343.78,426.68,444.236,444.236,444.236,444.236
2382.28,2382.28,375.41,487.7,444.676,444.676,444.676,444.676
2373.24,2373.24,456.77,424.42,445.117,445.117,445.117,445.117
2596.97,2596.97,438.69,449.28,445.558,445.558,445.558,445.558
2447.82,2447.82,382.19,417.64,445.999,445.999,445.999,445.999
2517.87,2517.87,431.91,440.24,446.439,446.439,446.439,446.439
2517.87,2517.87,379.93,399.57,446.88,446.88,446.88,446.88
2603.75,2603.75,398.01,449.28,447.32,447.32,447.32,447.32
2572.11,2572.11,438.69,428.94,447.761,447.761,447.761,447.761
2619.56,2619.56,377.67,458.32,448.201,448.201,448.201,448.201
2504.31,2504.31,393.49,492.22,448.642,448.642,448.642,448.642
2780.01,2780.01,422.87,503.52,449.082,449.082,449.082,449.082
3134.8,3134.8,454.51,519.34,449.522,449.522,449.522,449.522
5306.5,5306.5,524.56,560.01,449.962,449.962,449.962,449.962
8364.05,8364.05,750.55,767.92,450.403,450.403,450.403,450.403
9227.3,9227.3,718.91,849.27,450.843,450.843,450.843,450.843
8000.21,8000.21,741.51,763.4,451.283,451.283,451.283,451.283
5738.13,5738.13,585.58,627.81,451.723,451.723,451.723,451.723
5498.58,5498.58,576.54,566.79,452.163,452.163,452.163,452.163
7213.79,7213.79,685.01,643.63,452.602,452.602,452.602,452.602
8242.01,8242.01,642.07,688.82,453.042,453.042,453.042,453.042
8196.82,8196.82,703.09,772.44,453.482,453.482,453.482,453.482
5887.27,5887.27,646.59,636.85,453.922,453.922,453.922,453.922
4646.63,4646.63,479.37,541.93,454.361,454.361,454.361,454.361
3866.99,3866.99,511.0,553.23,454.801,454.801,454.801,454.801
3365.31,3365.31,549.42,476.4,455.24,455.24,455.24,455.24
3125.77,3125.77,411.57,523.86,455.68,455.68,455.68,455.68
3087.35,3087.35,443.21,546.45,456.119,456.119,456.119,456.119
3085.09,3085.09,513.26,422.16,456.559,456.559,456.559,456.559
3347.23,3347.23,515.52,485.44,456.998,456.998,456.998,456.998
3530.27,3530.27,506.48,469.62,457.437,457.437,457.437,457.437
5132.49,5132.49,628.51,675.26,457.876,457.876,457.876,457.876
11475.83,11475.83,1019.46,1174.69,458.316,458.316,458.316,458.316
15371.77,15371.77,1347.14,1436.83,458.755,458.755,458.755,458.755
17098.28,17098.28,1453.35,1635.69,459.194,459.194,459.194,459.194
11674.69,11674.69,1136.98,1253.78,459.633,459.633,459.633,459.633
8020.55,8020.55,845.46,880.91,460.072,460.072,460.072,460.072
5853.38,5853.38,646.59,720.46,460.51,460.51,460.51,460.51
4958.49,4958.49,562.98,639.11,460.949,460.949,460.949,460.949
5035.32,5035.32,601.4,621.03,461.388,461.388,461.388,461.388
6897.42,6897.42,651.11,663.97,461.827,461.827,461.827,461.827
19837.19,19837.19,1216.07,1369.03,462.265,462.265,462.265,462.265
40329.31,40329.31,2138.08,2354.32,462.704,462.704,462.704,462.704
47239.86,47239.86,2434.12,2801.76,463.142,463.142,463.142,463.142
38261.56,38261.56,2052.21,2444.71,463.581,463.581,463.581,463.581
22420.17,22420.17,1430.75,1626.65,464.019,464.019,464.019,464.019
13925.48,13925.48,994.61,1188.25,464.458,464.458,464.458,464.458
8935.78,8935.78,768.62,822.15,464.896,464.896,464.896,464.896
6212.69,6212.69,648.85,752.1,465.334,465.334,465.334,465.334
5358.47,5358.47,549.42,600.69,465.772,465.772,465.772,465.772
6847.7,6847.7,752.81,788.26,466.211,466.211,466.211,466.211
18160.4,18160.4,1272.57,1576.94,466.649,466.649,466.649,466.649
59953.65,59953.65,4522.2,5068.37,467.087,467.087,467.087,467.087
63752.42,63752.42,7385.4,8661.5,467.525,467.525,467.525,467.525
63752.42,63752.42,8058.83,9712.32,467.963,467.963,467.963,467.963
63752.42,63752.42,5850.98,6781.32,468.4,468.4,468.4,468.4
53293.94,53293.94,3769.67,4406.24,468.838,468.838,468.838,468.838
38738.39,38738.39,2777.61,3140.74,469.276,469.276,469.276,469.276
37850.28,37850.28,2700.78,3061.64,469.714,469.714,469.714,469.714
38855.9,38855.9,2703.04,3086.5,470.151,470.151,470.151,470.151
35791.57,35791.57,2583.27,2858.26,470.589,470.589,470.589,470.589
23635.96,23635.96,1810.4,2069.58,471.026,471.026,471.026,471.026
15114.15,15114.15,1308.72,1400.67,471.464,471.464,471.464,471.464
10156.09,10156.09,1062.4,1120.45,471.901,471.901,471.901,471.901
6951.65,6951.65,689.53,786.0,472.339,472.339,472.339,472.339
6142.64,6142.64,642.07,729.5,472.776,472.776,472.776,472.776
11279.22,11279.22,811.56,969.04,473.213,473.213,473.213,473.213
21760.3,21760.3,1252.23,1524.96,473.65,473.65,473.65,473.65
26286.74,26286.74,1356.18,1624.39,474.088,474.088,474.088,474.088
22487.97,22487.97,1331.32,1524.96,474.525,474.525,474.525,474.525
14268.98,14268.98,965.23,1111.41,474.962,474.962,474.962,474.962
9652.15,9652.15,827.38,878.65,475.399,475.399,475.399,475.399
6694.03,6694.03,642.07,659.45,475.836,475.836,475.836,475.836
5042.1,5042.1,608.18,582.61,476.272,476.272,476.272,476.272
4183.36,4183.36,504.22,605.21,476.709,476.709,476.709,476.709
3905.41,3905.41,533.6,571.31,477.146,477.146,477.146,477.146
3659.08,3659.08,461.29,381.49,477.583,477.583,477.583,477.583
3783.38,3783.38,535.86,485.44,478.019,478.019,478.019,478.019
3907.67,3907.67,427.39,555.49,478.456,478.456,478.456,478.456
6483.87,6483.87,764.1,788.26,478.892,478.892,478.892,478.892
15658.77,15658.77,1390.08,1705.75,479.329,479.329,479.329,479.329
20752.42,20752.42,1973.11,2189.35,479.765,479.765,479.765,479.765
22585.14,22585.14,2022.83,2318.16,480.202,480.202,480.202,480.202
23348.96,23348.96,1796.85,2101.22,480.638,480.638,480.638,480.638
26530.8,26530.8,1749.39,1886.53,481.074,481.074,481.074,481.074
26273.18,26273.18,1600.24,1861.67,481.51,481.51,481.51,481.51
18605.58,18605.58,1259.01,1402.93,481.946,481.946,481.946,481.946
13279.17,13279.17,962.97,1052.66,482.383,482.383,482.383,482.383
15826.0,15826.0,1094.04,1147.57,482.819,482.819,482.819,482.819
20978.4,20978.4,1306.46,1396.15,483.255,483.255,483.255,483.255
23574.95,23574.95,1322.28,1493.32,483.69,483.69,483.69,483.69
23516.19,23516.19,1426.23,1597.27,484.126,484.126,484.126,484.126
25294.67,25294.67,1473.69,1649.25,484.562,484.562,484.562,484.562
24933.1,24933.1,1417.19,1597.27,484.998,484.998,484.998,484.998
19993.12,19993.12,1274.83,1396.15,485.434,485.434,485.434,485.434
12779.75,12779.75,892.91,1018.76,485.869,485.869,485.869,485.869
9152.73,9152.73,669.19,795.04,486.305,486.305,486.305,486.305
7249.95,7249.95,617.22,749.84,486.74,486.74,486.74,486.74
5898.57,5898.57,614.96,609.73,487.176,487.176,487.176,487.176
5475.99,5475.99,567.5,627.81,487.611,487.611,487.611,487.611
5385.59,5385.59,533.6,591.65,488.046,488.046,488.046,488.046
5677.11,5677.11,576.54,607.47,488.482,488.482,488.482,488.482
5489.54,5489.54,558.46,562.27,488.917,488.917,488.917,488.917
5640.95,5640.95,599.14,654.93,489.352,489.352,489.352,489.352
5697.45,5697.45,551.68,654.93,489.787,489.787,489.787,489.787
5629.65,5629.65,635.29,641.37,490.222,490.222,490.222,490.222
5878.24,5878.24,619.48,593.91,490.657,490.657,490.657,490.657
7543.73,7543.73,718.91,738.54,491.092,491.092,491.092,491.092
23961.38,23961.38,1715.49,1902.35,491.527,491.527,491.527,491.527
49214.95,49214.95,3256.69,3823.2,491.962,491.962,491.962,491.962
63752.42,63752.42,5389.97,6311.27,492.397,492.397,492.397,492.397
63752.42,63752.42,5708.61,6666.07,492.832,492.832,492.832,492.832
59953.65,59953.65,4849.87,5644.63,493.266,493.266,493.266,493.266
43884.02,43884.02,3168.56,3628.86,493.701,493.701,493.701,493.701
27832.46,27832.46,2140.34,2451.49,494.135,494.135,494.135,494.135
16820.32,16820.32,1417.19,1579.2,494.57,494.57,494.57,494.57
10086.03,10086.03,972.01,1039.1,495.004,495.004,495.004,495.004
6671.43,6671.43,755.06,749.84,495.439,495.439,495.439,495.439
5616.1,5616.1,574.28,673.0,495.873,495.873,495.873,495.873
5010.46,5010.46,623.99,621.03,496.307,496.307,496.307,496.307
4969.78,4969.78,529.08,569.05,496.742,496.742,496.742,496.742
4707.64,4707.64,520.04,584.87,497.176,497.176,497.176,497.176
4829.68,4829.68,642.07,539.68,497.61,497.61,497.61,497.61
4999.16,4999.16,592.36,546.45,498.044,498.044,498.044,498.044
4764.14,4764.14,535.86,618.77,498.478,498.478,498.478,498.478
4820.64,4820.64,524.56,589.39,498.912,498.912,498.912,498.912
4761.88,4761.88,574.28,618.77,499.346,499.346,499.346,499.346
4863.57,4863.57,513.26,569.05,499.78,499.78,499.78,499.78
4978.82,4978.82,547.16,514.82,500.213,500.213,500.213,500.213
5218.37,5218.37,576.54,560.01,500.647,500.647,500.647,500.647
5121.19,5121.19,558.46,566.79,501.081,501.081,501.081,501.081
4865.83,4865.83,492.92,555.49,501.514,501.514,501.514,501.514
5295.2,5295.2,610.44,593.91,501.948,501.948,501.948,501.948
7966.32,7966.32,822.86,896.73,502.381,502.381,502.381,502.381
21843.92,21843.92,1939.21,2293.3,502.815,502.815,502.815,502.815
31615.41,31615.41,2788.91,3176.89,503.248,503.248,503.248,503.248
33839.08,33839.08,2910.94,3420.96,503.682,503.682,503.682,503.682
23491.33,23491.33,2232.99,2512.5,504.115,504.115,504.115,504.115
16067.8,16067.8,1584.42,1787.1,504.548,504.548,504.548,504.548
11602.38,11602.38,1130.2,1319.32,504.981,504.981,504.981,504.981
8596.81,8596.81,849.98,975.82,505.414,505.414,505.414,505.414
6590.08,6590.08,703.09,772.44,505.847,505.847,505.847,505.847
5679.37,5679.37,572.02,625.55,506.28,506.28,506.28,506.28
5460.17,5460.17,544.9,523.86,506.713,506.713,506.713,506.713
5419.49,5419.49,526.82,598.43,507.146,507.146,507.146,507.146
5326.84,5326.84,490.67,530.64,507.579,507.579,507.579,507.579
5489.54,5489.54,610.44,560.01,508.012,508.012,508.012,508.012
5419.49,5419.49,553.94,557.75,508.444,508.444,508.444,508.444
5372.03,5372.03,553.94,553.23,508.877,508.877,508.877,508.877
5238.7,5238.7,540.38,539.68,509.31,509.31,509.31,509.31
5125.71,5125.71,567.5,532.9,509.742,509.742,509.742,509.742
5080.52,5080.52,623.99,566.79,510.175,510.175,510.175,510.175
4890.69,4890.69,517.78,555.49,510.607,510.607,510.607,510.607
5089.56,5089.56,590.1,548.71,511.04,511.04,511.04,511.04
4791.26,4791.26,515.52,546.45,511.472,511.472,511.472,511.472
4920.07,4920.07,574.28,503.52,511.904,511.904,511.904,511.904
4920.07,4920.07,553.94,578.09,512.336,512.336,512.336,512.336
4978.82,4978.82,490.67,623.29,512.768,512.768,512.768,512.768
4956.23,4956.23,499.7,510.3,513.201,513.201,513.201,513.201
4933.63,4933.63,585.58,600.69,513.633,513.633,513.633,513.633
5130.23,5130.23,538.12,578.09,514.065,514.065,514.065,514.065
5048.88,5048.88,508.74,630.07,514.496,514.496,514.496,514.496
5091.82,5091.82,553.94,544.19,514.928,514.928,514.928,514.928
5026.28,5026.28,549.42,523.86,515.36,515.36,515.36,515.36
5028.54,5028.54,488.41,550.97,515.792,515.792,515.792,515.792
5157.35,5157.35,596.88,517.08,516.224,516.224,516.224,516.224
5433.05,5433.05,612.7,654.93,516.655,516.655,516.655,516.655
5247.74,5247.74,544.9,521.6,517.087,517.087,517.087,517.087
5213.85,5213.85,556.2,562.27,517.518,517.518,517.518,517.518
4886.17,4886.17,526.82,521.6,517.95,517.95,517.95,517.95
5039.84,5039.84,562.98,557.75,518.381,518.381,518.381,518.381
4856.79,4856.79,533.6,573.57,518.813,518.813,518.813,518.813
4963.01,4963.01,540.38,528.38,519.244,519.244,519.244,519.244
4852.27,4852.27,633.03,566.79,519.675,519.675,519.675,519.675
4818.38,4818.38,576.54,541.93,520.106,520.106,520.106,520.106
4651.15,4651.15,449.99,609.73,520.537,520.537,520.537,520.537
4479.4,4479.4,508.74,541.93,520.968,520.968,520.968,520.968
4463.58,4463.58,474.85,514.82,521.399,521.399,521.399,521.399
4590.13,4590.13,508.74,474.14,521.83,521.83,521.83,521.83
4639.85,4639.85,506.48,485.44,522.261,522.261,522.261,522.261
4669.23,4669.23,474.85,560.01,522.692,522.692,522.692,522.692
4700.87,4700.87,522.3,530.64,523.123,523.123,523.123,523.123
4761.88,4761.88,538.12,589.39,523.554,523.554,523.554,523.554
4883.91,4883.91,581.06,550.97,523.984,523.984,523.984,523.984
4990.12,4990.12,612.7,609.73,524.415,524.415,524.415,524.415
5134.75,5134.75,605.92,589.39,524.846,524.846,524.846,524.846
5191.25,5191.25,542.64,636.85,525.276,525.276,525.276,525.276
5579.94,5579.94,669.19,734.02,525.706,525.706,525.706,525.706
5383.33,5383.33,517.78,566.79,526.137,526.137,526.137,526.137
5417.23,5417.23,542.64,582.61,526.567,526.567,526.567,526.567
5448.87,5448.87,549.42,562.27,526.998,526.998,526.998,526.998
5306.5,5306.5,504.22,550.97,527.428,527.428,527.428,527.428
5238.7,5238.7,544.9,562.27,527.858,527.858,527.858,527.858
5161.87,5161.87,549.42,582.61,528.288,528.288,528.288,528.288
5188.99,5188.99,531.34,550.97,528.718,528.718,528.718,528.718
4915.55,4915.55,479.37,553.23,529.148,529.148,529.148,529.148
5277.12,5277.12,574.28,593.91,529.578,529.578,529.578,529.578
5107.63,5107.63,562.98,679.78,530.008,530.008,530.008,530.008
4798.04,4798.04,551.68,474.14,530.438,530.438,530.438,530.438
4811.6,4811.6,497.44,526.12,530.867,530.867,530.867,530.867
4716.68,4716.68,567.5,489.96,531.297,531.297,531.297,531.297
4730.24,4730.24,542.64,510.3,531.727,531.727,531.727,531.727
4653.41,4653.41,644.33,625.55,532.156,532.156,532.156,532.156
4594.65,4594.65,549.42,623.29,532.586,532.586,532.586,532.586
4682.79,4682.79,585.58,584.87,533.015,533.015,533.015,533.015
4847.75,4847.75,501.96,589.39,533.445,533.445,533.445,533.445
4931.37,4931.37,463.55,587.13,533.874,533.874,533.874,533.874
5236.44,5236.44,657.89,652.67,534.304,534.304,534.304,534.304
4994.64,4994.64,587.84,611.99,534.733,534.733,534.733,534.733
4870.35,4870.35,556.2,600.69,535.162,535.162,535.162,535.162
4863.57,4863.57,533.6,512.56,535.591,535.591,535.591,535.591
4940.41,4940.41,581.06,634.59,536.02,536.02,536.02,536.02
5080.52,5080.52,628.51,598.43,536.449,536.449,536.449,536.449
5225.15,5225.15,558.46,636.85,536.878,536.878,536.878,536.878
5037.58,5037.58,605.92,555.49,537.307,537.307,537.307,537.307
4938.15,4938.15,481.63,591.65,537.736,537.736,537.736,537.736
4759.62,4759.62,599.14,553.23,538.165,538.165,538.165,538.165
4798.04,4798.04,533.6,643.63,538.594,538.594,538.594,538.594
4938.15,4938.15,569.76,632.33,539.022,539.022,539.022,539.022
4967.52,4967.52,504.22,550.97,539.451,539.451,539.451,539.451
5365.25,5365.25,635.29,745.32,539.88,539.88,539.88,539.88
5803.66,5803.66,820.6,865.09,540.308,540.308,540.308,540.308
5616.1,5616.1,901.95,932.89,540.736,540.736,540.736,540.736
5577.68,5577.68,834.16,960.0,541.165,541.165,541.165,541.165
5161.87,5161.87,633.03,815.37,541.593,541.593,541.593,541.593
4990.12,4990.12,689.53,632.33,542.022,542.022,542.022,542.022
4870.35,4870.35,655.63,623.29,542.45,542.45,542.45,542.45
4818.38,4818.38,574.28,589.39,542.878,542.878,542.878,542.878
4892.95,4892.95,567.5,580.35,543.306,543.306,543.306,543.306
4897.47,4897.47,553.94,621.03,543.734,543.734,543.734,543.734
5164.13,5164.13,567.5,621.03,544.162,544.162,544.162,544.162
5168.65,5168.65,583.32,611.99,544.59,544.59,544.59,544.59
5024.02,5024.02,592.36,512.56,545.018,545.018,545.018,545.018
4804.82,4804.82,515.52,602.95,545.446,545.446,545.446,545.446
4630.81,4630.81,481.63,573.57,545.874,545.874,545.874,545.874
4750.58,4750.58,529.08,569.05,546.301,546.301,546.301,546.301
4558.5,4558.5,533.6,591.65,546.729,546.729,546.729,546.729
4544.94,4544.94,501.96,582.61,547.157,547.157,547.157,547.157
4438.73,4438.73,531.34,519.34,547.584,547.584,547.584,547.584
4465.84,4465.84,562.98,510.3,548.012,548.012,548.012,548.012
4470.36,4470.36,551.68,521.6,548.439,548.439,548.439,548.439
4524.6,4524.6,522.3,496.74,548.867,548.867,548.867,548.867
4617.25,4617.25,542.64,555.49,549.294,549.294,549.294,549.294
4716.68,4716.68,529.08,537.42,549.721,549.721,549.721,549.721
4431.95,4431.95,526.82,550.97,550.148,550.148,550.148,550.148
4221.78,4221.78,526.82,501.26,550.575,550.575,550.575,550.575
4289.58,4289.58,529.08,539.68,551.003,551.003,551.003,551.003
4346.07,4346.07,504.22,550.97,551.43,551.43,551.43,551.43
4160.77,4160.77,483.89,587.13,551.857,551.857,551.857,551.857
4226.3,4226.3,504.22,544.19,552.284,552.284,552.284,552.284
4210.48,4210.48,540.38,550.97,552.71,552.71,552.71,552.71
4153.99,4153.99,547.16,492.22,553.137,553.137,553.137,553.137
4002.58,4002.58,533.6,557.75,553.564,553.564,553.564,553.564
4167.55,4167.55,434.17,521.6,553.991,553.991,553.991,553.991
4379.97,4379.97,547.16,553.23,554.417,554.417,554.417,554.417
4260.2,4260.2,402.53,544.19,554.844,554.844,554.844,554.844
4583.35,4583.35,556.2,550.97,555.27,555.27,555.27,555.27
4834.19,4834.19,581.06,564.53,555.697,555.697,555.697,555.697
4974.3,4974.3,590.1,550.97,556.123,556.123,556.123,556.123
5152.83,5152.83,637.55,607.47,556.55,556.55,556.55,556.55
5216.11,5216.11,614.96,611.99,556.976,556.976,556.976,556.976
5114.41,5114.41,542.64,580.35,557.402,557.402,557.402,557.402
5096.33,5096.33,549.42,569.05,557.828,557.828,557.828,557.828
